date,open,close,high,low,volume,amount
2025-12-12,684.32,677.95,685.03,675.37,113160347.0,77264144336.0
2025-12-11,681.31,685.32,685.4,678.36,86173678.0,59177584148.0
2025-12-10,678.74,683.73,685.12,677.5,85671334.0,58706064950.0
2025-12-09,679.33,679.22,681.56,678.77,58310055.0,39877235068.0
2025-12-08,682.75,679.81,682.8,677.76,55231462.0,37754874420.0
2025-12-05,681.64,681.86,684.54,680.75,79241045.0,54375679914.0
2025-12-04,681.47,680.56,681.54,677.53,61970336.0,42361089299.0
2025-12-03,676.76,680.07,681.08,675.89,57238481.0,39096928829.0
2025-12-02,678.11,677.72,680.0,675.53,62953844.0,42924511467.0
2025-12-01,675.01,676.47,679.17,674.95,61201193.0,41660831372.0
2025-11-28,677.05,679.57,679.85,676.7,49212030.0,33579855289.0
2025-11-26,673.84,675.88,677.89,672.94,71879597.0,48884796485.0
2025-11-25,664.89,671.25,672.43,660.76,81077088.0,54454695641.0
2025-11-24,658.98,664.99,666.31,657.89,80437940.0,53691693244.0
2025-11-21,651.39,655.35,660.83,647.21,123956203.0,81559825209.0
2025-11-20,669.15,648.88,671.78,648.25,165293521.0,109377411944.0
2025-11-19,657.09,658.92,663.61,655.07,94702955.0,62751931375.0
2025-11-18,658.4,656.39,661.4,652.19,114467488.0,75676980150.0
2025-11-17,665.96,661.95,669.94,658.47,90456105.0,60401039757.0
2025-11-14,661.66,668.17,671.88,659.56,96846672.0,65014950725.0
2025-11-13,676.7,668.28,677.05,666.77,103457788.0,69784543426.0
2025-11-12,680.96,679.56,681.13,677.14,62312484.0,42566872346.0
2025-11-11,676.15,679.18,679.75,674.93,58953385.0,40181644778.0
2025-11-10,673.45,677.63,678.37,671.25,75842888.0,51512652333.0
2025-11-07,664.17,667.22,667.33,657.51,100592443.0,67005889537.0
2025-11-06,672.69,666.56,673.59,664.98,85035298.0,57142355646.0
2025-11-05,671.21,673.79,677.05,670.4,74402376.0,50475521301.0
2025-11-04,672.33,671.46,676.16,670.81,78426969.0,53056486068.0
2025-11-03,681.84,679.52,681.97,676.14,57315025.0,39142236940.0
2025-10-31,681.21,678.25,681.25,675.44,87164122.0,59502876444.0
2025-10-30,680.08,676.03,682.1,676.03,76335751.0,52131424248.0
2025-10-29,684.87,683.55,685.84,679.05,85362207.0,58658481582.0
2025-10-28,683.21,683.22,685.06,681.0,61738073.0,42408047826.0
2025-10-27,678.91,681.41,681.71,678.31,63339790.0,43315198523.0
2025-10-24,672.68,673.46,674.68,671.87,74356527.0,50378667036.0
2025-10-23,664.38,668.0,668.95,664.07,65604461.0,44013607292.0
2025-10-22,668.24,664.07,668.24,659.59,80564006.0,53783423076.0
2025-10-21,667.68,667.54,669.23,666.23,56249034.0,37785385563.0
2025-10-20,663.59,667.55,668.45,663.54,60493350.0,40574321835.0
2025-10-17,655.81,660.67,662.04,654.46,96500870.0,63896289836.0
2025-10-16,663.09,656.95,664.97,653.43,110563346.0,73263511581.0
2025-10-15,663.09,661.45,666.48,655.25,81702555.0,54352248972.0
2025-10-14,653.5,658.53,662.11,649.52,88779560.0,58688305710.0
2025-10-13,656.96,659.33,661.41,656.08,79560517.0,52696649535.0
2025-10-10,668.37,649.37,670.18,649.19,159422589.0,105549728199.0
2025-10-09,669.76,667.41,670.17,665.47,66501941.0,44624338603.0
2025-10-08,666.5,669.35,669.45,665.68,60702241.0,40798995839.0
2025-10-07,668.78,665.38,669.23,663.94,72020067.0,48224552256.0
2025-10-06,667.86,667.85,668.75,665.72,54623260.0,36669542528.0
2025-10-03,666.24,665.47,668.92,664.42,70494350.0,47264250428.0
2025-10-02,666.7,665.48,666.82,663.05,56895993.0,38054909441.0
2025-10-01,659.46,664.71,665.63,659.35,72545369.0,48378820547.0
2025-09-30,659.22,662.46,662.92,657.91,86288028.0,57306251342.0
2025-09-29,660.64,659.97,661.56,658.16,73499015.0,48768303466.0
2025-09-26,655.82,658.12,658.67,654.2,69179209.0,45700948682.0
2025-09-25,654.26,654.37,655.72,650.75,89622067.0,58912038850.0
2025-09-24,660.79,657.4,660.89,655.98,68082229.0,45042966853.0
2025-09-23,662.99,659.5,663.61,658.28,81708872.0,54290203308.0
2025-09-22,658.5,663.11,663.56,658.47,69452201.0,46215569821.0
2025-09-19,658.63,659.99,660.83,656.68,97945620.0,64904437396.0
2025-09-18,656.35,656.71,659.32,654.74,90459242.0,59958662783.0
2025-09-17,654.48,653.66,656.18,648.82,101952244.0,67174698368.0
2025-09-16,655.93,654.47,656.24,653.69,61168953.0,40384218938.0
2025-09-15,654.11,655.37,655.5,653.82,63772412.0,42109211682.0
2025-09-12,652.09,651.9,653.59,651.4,72780135.0,47885912012.0
2025-09-11,648.7,652.12,652.82,648.12,69934360.0,45935627850.0
2025-09-10,648.14,646.75,649.07,645.18,78034529.0,50931043119.0
2025-09-09,643.53,644.88,645.41,641.8,66133856.0,42935743018.0
2025-09-08,643.19,643.39,644.4,641.81,63133104.0,40941103210.0
2025-09-05,646.02,641.82,646.75,637.94,85178935.0,55110528305.0
2025-09-04,639.02,643.68,643.71,638.12,65219228.0,42175474728.0
2025-09-03,637.29,638.35,638.81,635.1,70820898.0,45494888969.0
2025-09-02,632.16,634.91,635.13,629.6,81983545.0,52309849619.0
2025-08-29,642.05,639.65,642.41,637.75,74522192.0,48046841766.0
2025-08-28,641.82,643.48,644.04,639.93,61519461.0,39854725219.0
2025-08-27,639.17,641.21,641.95,639.02,48341069.0,31244181852.0
2025-08-26,636.82,639.76,640.1,636.2,51581565.0,33196071623.0
2025-08-25,638.64,637.09,639.88,636.97,51274332.0,33023329663.0
2025-08-22,632.42,639.9,641.08,631.91,84083214.0,54184251523.0
2025-08-21,630.95,630.23,632.63,628.5,54805775.0,34848034825.0
2025-08-20,634.04,632.76,634.3,627.65,88890298.0,56579597967.0
2025-08-19,637.73,634.45,638.71,633.13,69750731.0,44688419929.0
2025-08-18,637.48,637.91,638.61,636.8,43804914.0,28173394132.0
2025-08-15,640.58,638.05,640.68,637.14,68592507.0,44172813862.0
2025-08-14,637.4,639.55,640.21,636.96,59327466.0,38225524599.0
2025-08-13,639.51,639.49,640.78,637.3,60092790.0,38715937888.0
2025-08-12,632.94,637.31,637.47,631.46,64821798.0,41532427958.0
2025-08-11,632.12,630.59,633.6,629.34,58742300.0,37404636406.0
2025-08-08,628.75,631.84,632.31,628.43,64051626.0,40763965182.0
2025-08-07,630.91,626.95,631.64,623.84,74205791.0,46921593582.0
2025-08-06,623.78,627.48,628.13,622.87,64357525.0,40644569216.0
2025-08-05,626.5,622.71,627.31,621.79,68051401.0,42807630387.0
2025-08-04,620.43,625.88,625.93,620.34,73218015.0,46090924160.0
2025-08-01,621.05,616.51,621.09,614.1,140103572.0,87167905398.0
2025-07-31,634.1,626.78,634.49,625.49,103385246.0,65683898967.0
2025-07-30,630.59,629.14,632.34,626.25,80418851.0,51042620446.0
2025-07-29,633.0,629.94,633.32,629.03,60556278.0,38518380393.0
2025-07-28,632.14,631.6,632.7,630.22,54917102.0,34973411527.0
2025-07-25,629.77,631.76,632.24,629.52,56865364.0,36196220930.0
2025-07-24,629.28,629.11,630.82,628.68,71307134.0,45290034239.0
2025-07-23,626.26,628.9,628.9,624.46,70511036.0,44569358112.0
2025-07-22,623.83,623.59,624.46,620.94,60046288.0,37726148171.0
2025-07-21,623.5,623.5,626.25,623.08,63374984.0,39937320198.0
2025-07-18,624.03,622.32,624.2,621.21,65621645.0,41183917432.0
2025-07-17,619.17,622.78,623.14,618.95,68885683.0,43191980949.0
2025-07-16,618.51,618.99,619.5,612.87,88987511.0,55358215554.0
2025-07-15,622.26,616.93,622.6,616.85,74317260.0,46402402446.0
2025-07-14,617.94,619.58,619.92,616.59,51898518.0,32382284339.0
2025-07-11,617.52,618.4,619.63,616.32,63670226.0,39718119690.0
2025-07-10,618.97,620.58,621.62,617.79,57528960.0,35976236709.0
2025-07-09,617.55,618.83,619.49,615.71,66113326.0,41185093601.0
2025-07-08,616.14,615.14,616.9,614.33,59024585.0,36635138085.0
2025-07-07,618.14,615.48,618.8,612.69,74814505.0,46442046334.0
2025-07-03,617.24,620.1,621.03,617.22,51065789.0,31921560257.0
2025-07-02,612.07,615.25,615.29,611.45,66510374.0,41178581333.0
2025-07-01,611.2,612.48,613.65,610.36,70030140.0,43239371035.0
2025-06-30,612.21,612.67,614.03,609.89,92502541.0,57082692594.0
2025-06-27,607.75,609.76,611.23,605.71,86258398.0,52957118209.0
2025-06-26,603.89,606.74,607.18,603.27,78548361.0,47984826835.0
2025-06-25,602.82,602.03,603.51,600.47,62114767.0,37712558117.0
2025-06-24,599.27,601.7,602.76,598.36,67735293.0,41059428101.0
2025-06-23,590.05,595.12,595.51,586.93,87426039.0,52195182801.0
2025-06-20,593.37,589.3,594.44,587.89,94051374.0,55972383507.0
2025-06-18,591.71,590.72,594.46,589.76,76605029.0,45877735087.0
2025-06-17,593.46,590.81,594.98,590.04,82209365.0,49259263624.0
2025-06-16,593.64,595.9,597.65,593.47,79984125.0,48209745680.0
2025-06-13,591.77,590.28,595.08,588.78,89505996.0,53542931000.0
2025-06-12,593.26,596.96,596.96,592.77,64129003.0,38640373234.0
2025-06-11,597.39,594.59,598.25,592.53,73658225.0,44367682491.0
2025-06-10,593.47,596.29,596.68,592.35,66246973.0,39856310442.0
2025-06-09,592.97,592.93,594.49,591.76,53016418.0,31812711415.0
2025-06-06,591.92,592.4,594.07,590.14,66588743.0,39901457578.0
2025-06-05,590.91,586.38,592.26,584.4,92436397.0,55015261437.0
2025-06-04,590.24,589.23,591.22,588.79,57314199.0,34213023359.0
2025-06-03,585.67,589.38,590.36,585.19,63606204.0,37860857235.0
2025-06-02,581.15,586.04,586.12,578.48,61630502.0,36354279291.0
2025-05-30,582.3,582.76,584.48,576.68,90601242.0,53278608310.0
2025-05-29,586.39,583.41,586.52,579.48,70073758.0,41313215398.0
2025-05-28,584.9,581.12,586.1,580.38,68445512.0,40363307815.0
2025-05-27,579.48,584.5,584.66,571.92,72588475.0,42763739857.0
2025-05-23,569.5,572.59,575.26,569.12,76029046.0,44008580825.0
2025-05-22,576.1,576.53,580.02,574.87,70860417.0,41386262631.0
2025-05-21,581.82,576.3,585.91,575.27,95197657.0,55884609600.0
2025-05-20,586.42,586.18,587.37,582.97,60614492.0,35905467265.0
2025-05-19,581.48,588.16,588.84,581.48,68168509.0,40435412172.0
2025-05-16,584.6,587.51,587.81,582.65,76052101.0,45052400349.0
2025-05-15,578.97,583.82,584.32,578.52,71268145.0,41947409905.0
2025-05-14,581.2,580.98,582.35,578.95,66283531.0,38933173836.0
2025-05-13,576.85,580.24,582.45,576.28,67947225.0,39898188995.0
2025-05-12,574.93,576.43,576.44,570.55,78993570.0,45859492274.0
2025-05-09,560.11,557.99,561.12,556.43,37603427.0,21236129878.0
2025-05-08,558.88,558.7,563.89,555.38,65130787.0,36902082266.0
2025-05-07,553.85,554.84,557.48,549.78,55733229.0,31211255294.0
2025-05-06,551.65,552.51,557.01,550.69,48264708.0,27027335035.0
2025-05-05,556.24,557.17,560.27,555.38,38659222.0,21819650579.0
2025-05-02,558.38,560.38,561.99,556.05,60717270.0,34392890956.0
2025-05-01,554.07,552.19,557.72,551.58,63186146.0,35447714790.0
2025-04-30,541.41,548.3,550.26,535.43,93101463.0,51183774192.0
2025-04-29,542.73,548.08,549.2,542.38,47775121.0,26421397614.0
2025-04-28,545.19,544.65,547.32,538.89,47613755.0,26166954985.0
2025-04-25,540.5,544.44,544.85,537.57,61119590.0,33511081238.0
2025-04-24,530.68,540.54,541.27,529.42,64150418.0,34889281723.0
2025-04-23,534.35,529.4,539.29,527.87,90590658.0,48852212146.0
2025-04-22,514.29,521.32,523.35,513.35,75948117.0,39880486474.0
2025-04-21,515.3,508.1,515.83,502.74,69368129.0,35578398689.0
2025-04-17,521.7,520.49,525.19,518.01,79868083.0,42151063864.0
2025-04-16,525.7,519.75,531.84,514.44,83484814.0,44022564330.0
2025-04-15,533.61,531.56,537.12,530.77,56892874.0,30693684938.0
2025-04-14,537.93,533.05,538.16,527.85,68033993.0,36716597979.0
2025-04-11,517.13,527.93,530.39,514.22,97866334.0,51812157736.0
2025-04-10,526.18,518.68,527.5,503.59,162331225.0,84896675387.0
2025-04-09,487.89,542.45,542.45,487.5,241867317.0,126599624609.0
2025-04-08,515.99,490.89,519.07,483.66,165816581.0,84110234897.0
2025-04-07,483.69,498.7,517.28,476.38,256611355.0,128631810869.0
2025-04-04,517.78,499.6,519.95,499.38,217965131.0,111919672133.0
2025-04-03,538.98,530.66,541.8,530.66,125985998.0,68243369694.0
2025-04-02,548.8,558.17,561.03,548.57,76014544.0,42787714246.0
2025-04-01,551.18,554.66,556.61,547.45,54609641.0,30525507277.0
2025-03-31,543.64,553.1,554.4,540.72,95328213.0,52941491263.0
2025-03-28,559.17,549.41,559.9,548.82,71662653.0,39985989939.0
2025-03-27,560.8,560.7,564.48,558.58,42164248.0,23956781644.0
2025-03-26,568.72,562.19,569.85,560.81,52228898.0,29795406991.0
2025-03-25,568.83,568.99,569.92,567.24,38355735.0,22052932675.0
2025-03-24,564.38,567.62,568.68,563.78,58766795.0,33693257964.0
2025-03-21,552.99,557.63,558.53,551.75,83762964.0,47070718252.0
2025-03-20,555.32,557.45,562.46,554.6,62958195.0,35661745426.0
2025-03-19,554.83,559.07,562.83,553.64,66555985.0,37689142587.0
2025-03-18,556.77,553.04,556.99,551.11,66041422.0,37050556676.0
2025-03-17,554.79,559.09,561.61,554.36,49008709.0,27759855992.0
2025-03-14,548.2,554.81,555.81,543.65,62660321.0,35133048488.0
2025-03-13,550.55,543.58,551.16,541.87,74079414.0,40975565240.0
2025-03-12,554.18,550.92,555.1,545.82,69588167.0,38920546138.0
2025-03-11,551.45,548.02,556.0,544.17,88102109.0,49129116653.0
2025-03-10,559.52,552.61,561.44,547.69,99326624.0,55845541960.0
2025-03-07,562.78,567.73,569.18,557.59,81158816.0,46452460893.0
2025-03-06,567.3,564.57,571.92,562.01,80094868.0,45972470080.0
2025-03-05,568.49,574.77,576.56,564.93,71230528.0,41292444112.0
2025-03-04,571.47,568.66,577.07,564.11,109648212.0,63336528875.0
2025-03-03,587.7,575.47,588.85,571.65,74249199.0,43644012935.0
2025-02-28,577.24,585.73,586.26,574.16,88744106.0,52182876986.0
2025-02-27,588.36,576.73,589.52,576.34,74196664.0,43816233704.0
2025-02-26,587.46,586.09,591.05,583.45,43321578.0,25805464263.0
2025-02-25,588.66,585.79,589.39,581.18,58266472.0,34596228080.0
2025-02-24,593.46,588.72,594.46,588.01,50737213.0,30396168699.0
2025-02-21,601.49,591.41,601.62,590.95,76519818.0,46150647159.0
2025-02-20,602.85,601.7,602.98,598.39,36554002.0,22266847330.0
2025-02-19,601.41,604.22,604.51,600.89,31011072.0,18970652878.0
2025-02-18,602.2,602.8,602.8,599.73,26749030.0,16319394024.0
2025-02-14,601.27,601.03,602.3,600.41,26910448.0,16417846411.0
2025-02-13,595.89,601.06,601.27,594.62,40921297.0,24865345508.0
2025-02-12,590.68,594.78,595.96,590.0,45076076.0,27150878803.0
2025-02-11,593.98,596.7,597.25,593.87,30056740.0,18170312650.0
2025-02-10,595.44,596.25,596.89,594.17,26048714.0,15746166573.0
2025-02-07,598.26,592.23,599.48,591.52,50788516.0,30607664548.0
2025-02-06,597.37,597.7,597.83,594.06,35771503.0,21649904044.0
2025-02-05,592.1,595.63,595.78,590.07,30653149.0,18460070909.0
2025-02-04,589.33,593.22,593.74,588.79,33457815.0,20102878702.0
2025-02-03,584.24,589.27,591.75,582.09,65857248.0,39278563148.0
2025-01-31,598.86,593.26,601.29,592.5,66671471.0,40330373268.0
2025-01-30,595.37,596.44,597.98,592.18,39281255.0,23727713763.0
2025-01-29,595.14,593.25,595.54,590.7,37177429.0,22379903533.0
2025-01-28,592.08,595.92,596.76,588.76,44433322.0,26789653765.0
2025-01-27,586.35,590.85,591.16,586.18,70361125.0,42053514578.0
2025-01-24,601.14,599.33,602.1,598.17,34604693.0,21058485231.0
2025-01-23,597.19,601.08,601.08,596.91,41152102.0,25004453468.0
2025-01-22,597.3,597.82,599.18,596.75,48195973.0,29243221228.0
2025-01-21,592.13,594.48,594.49,590.16,42532853.0,25589849225.0
2025-01-17,588.47,589.08,590.84,587.14,58070628.0,34715273102.0
2025-01-16,585.73,583.23,585.9,582.53,43319662.0,25672447018.0
2025-01-15,581.94,584.35,585.5,580.82,56900159.0,33694674351.0
2025-01-14,576.05,573.91,576.68,570.13,48420580.0,28172411493.0
2025-01-13,567.58,573.12,573.48,567.17,47910060.0,27734507893.0
2025-01-10,577.55,572.24,577.62,570.32,73105046.0,42499976757.0
2025-01-08,580.33,581.11,582.18,576.88,47304672.0,27828474901.0
2025-01-07,588.93,580.26,589.25,578.44,60393052.0,35688289040.0
2025-01-06,587.79,586.89,591.17,585.16,47679442.0,28446350369.0
2025-01-03,579.18,583.53,584.17,578.09,37888459.0,22366497524.0
2025-01-02,581.01,576.33,582.73,572.25,50203975.0,29372674959.0
2024-12-31,581.52,577.75,582.24,576.11,57052654.0,33469216358.0
2024-12-30,579.53,579.86,583.33,576.1,56578757.0,33287845877.0
2024-12-27,589.04,586.55,589.28,582.36,64969310.0,38594949283.0
2024-12-26,590.98,592.79,593.91,589.58,41338891.0,24843940520.0
2024-12-24,587.59,592.75,592.79,587.0,33160097.0,19872586385.0
2024-12-23,582.49,586.24,586.84,579.3,57635828.0,34161977036.0
2024-12-20,573.5,582.75,587.28,572.65,125716674.0,74210811588.0
2024-12-19,580.97,575.8,582.58,575.56,85919452.0,50592842191.0
2024-12-18,593.37,575.98,595.75,575.6,108248729.0,64469271335.0
2024-12-17,593.57,593.67,594.54,592.3,55773545.0,33689398440.0
2024-12-16,595.35,596.13,597.1,594.58,43695179.0,26514001665.0
2024-12-13,595.75,593.59,596.46,592.22,35904730.0,21703435626.0
2024-12-12,595.92,593.71,596.49,593.71,31543812.0,19102712640.0
2024-12-11,595.14,596.79,597.75,594.86,28677723.0,17416724351.0
2024-12-10,594.73,592.21,595.16,591.55,37234515.0,22483120181.0
2024-12-09,597.01,594.06,597.18,593.47,34742738.0,21033394765.0
2024-12-06,596.77,597.13,598.37,596.36,31241549.0,18991244035.0
2024-12-05,596.98,596.0,597.79,595.66,28762183.0,17467003765.0
2024-12-04,594.99,596.98,597.23,594.32,42787561.0,25959088775.0
2024-12-03,592.79,593.3,593.54,591.76,26906629.0,16237004123.0
2024-12-02,592.38,593.02,593.7,591.88,31745989.0,19158606738.0
2024-11-29,589.12,591.96,592.75,588.85,30177351.0,18171960973.0
2024-11-27,589.91,588.31,590.29,586.79,34000163.0,20364276662.0
2024-11-26,588.28,590.1,590.76,587.56,45621288.0,27372747561.0
2024-11-25,588.99,587.03,590.3,584.74,42441393.0,25377335847.0
2024-11-22,583.23,585.05,585.68,582.73,38226390.0,22747807291.0
2024-11-21,582.97,583.24,584.66,577.13,46750285.0,27696300020.0
2024-11-20,580.01,580.13,580.41,574.36,50032576.0,29422359338.0
2024-11-19,574.44,579.93,580.66,573.77,49412046.0,29081039953.0
2024-11-18,575.92,577.82,579.13,575.06,37084081.0,21795846080.0
2024-11-15,579.36,575.46,579.83,573.6,75988766.0,44551568993.0
2024-11-14,586.83,582.92,587.31,582.24,38904109.0,23139585424.0
2024-11-13,586.87,586.7,588.7,584.51,47388640.0,28317744627.0
2024-11-12,588.16,586.41,588.76,583.93,43006128.0,25686372938.0
2024-11-11,589.27,588.24,589.63,586.51,37586773.0,22504477000.0
2024-11-08,585.7,587.68,589.1,585.7,46444893.0,27772559540.0
2024-11-07,582.66,585.14,586.17,582.58,47233212.0,28100140930.0
2024-11-06,578.85,580.65,581.53,575.11,68181968.0,40182528560.0
2024-11-05,560.71,566.57,566.61,560.5,39478322.0,22703087811.0
2024-11-04,561.14,559.8,562.44,557.91,38216975.0,21794319567.0
2024-11-01,561.28,561.01,565.44,560.59,45667533.0,26151877721.0
2024-10-31,565.45,558.65,565.52,558.45,60182451.0,34384337234.0
2024-10-30,571.08,569.82,573.07,569.11,41435839.0,24077900723.0
2024-10-29,569.66,571.55,572.67,568.27,42899661.0,24939951169.0
2024-10-28,572.34,570.63,572.47,570.32,30174704.0,17543764674.0
2024-10-25,571.29,568.87,574.19,567.92,47268176.0,27465396180.0
2024-10-24,569.79,569.06,569.87,566.44,34979860.0,20249984144.0
2024-10-23,571.05,567.84,571.49,564.33,49314574.0,28507507347.0
2024-10-22,570.84,573.07,574.23,570.18,34183835.0,19918018725.0
2024-10-21,573.59,573.38,574.57,570.4,36439010.0,21240210298.0
2024-10-18,573.81,574.32,575.11,572.34,37416801.0,21859298711.0
2024-10-17,575.62,572.12,575.82,571.93,34393714.0,20067562724.0
2024-10-16,569.59,572.07,572.59,568.79,30725436.0,17859563094.0
2024-10-15,574.32,569.59,574.62,568.38,54203636.0,31506280915.0
2024-10-14,571.01,574.05,574.99,570.53,36217215.0,21138280133.0
2024-10-11,565.93,569.4,570.13,565.79,42267994.0,24477364443.0
2024-10-10,565.65,566.01,567.43,564.4,44138060.0,25420455865.0
2024-10-09,563.09,567.0,567.56,562.49,37912244.0,21835998821.0
2024-10-08,560.4,563.1,563.7,559.52,37398693.0,21390503378.0
2024-10-07,561.26,557.82,561.91,556.67,49964690.0,28441615043.0
2024-10-04,562.29,562.91,563.29,558.12,43005186.0,24555545197.0
2024-10-03,557.39,557.84,559.79,555.55,40846466.0,23173912649.0
2024-10-02,557.74,558.87,559.89,555.34,38097798.0,21655898073.0
2024-10-01,563.33,558.63,563.97,556.05,72668778.0,41323469970.0
2024-09-30,560.4,563.68,564.29,558.1,63655448.0,36397019962.0
