date,open,last,high,low,volume,close
2024-03-22,133.81,134.15,136.1,132.5,6999592,
2024-03-25,137.16,138.31,143.75,137.15,12928867,
2024-03-26,141.1,127.96,145.0,126.91,21244452,
2024-03-27,130.0,125.62,130.86,122.83,11317879,
2024-03-28,125.68,124.99,128.32,124.16,7407193,
2024-04-01,126.36,126.91,128.73,124.64,5011885,
2024-04-02,125.2,124.28,125.63,121.12,5042778,
2024-04-03,123.0,125.31,125.98,122.62,3875999,
2024-04-04,126.5,122.01,127.98,121.82,5477260,
2024-04-05,122.6,124.82,125.72,120.02,4537556,
2024-04-08,124.82,129.25,130.5,123.39,6943866,
2024-04-09,133.51,126.81,135.41,124.5,12997155,
2024-04-10,124.99,125.18,127.6,123.9,4974491,
2024-04-11,126.0,131.13,131.2,125.51,6139066,
2024-04-12,128.99,126.33,130.34,125.37,4950851,
2024-04-15,126.2,122.32,126.87,120.95,5003304,
2024-04-16,122.0,122.22,124.24,120.91,4071531,
2024-04-17,121.87,107.56,122.68,107.01,19639227,
2024-04-18,106.32,104.92,107.3,102.58,11961197,
2024-04-19,100.0,87.19,103.01,85.61,29438997,
2024-04-22,89.94,93.11,94.32,89.06,15199464,
2024-04-23,97.32,96.04,98.37,95.05,11212389,
2024-04-24,102.0,99.88,103.75,97.24,11697822,
2024-04-25,96.05,97.93,99.67,95.5,6140842,
2024-04-26,101.4,101.95,102.3,98.22,5651662,
2024-04-29,102.2,103.24,103.4,99.05,4009208,
2024-04-30,103.02,101.21,105.19,100.85,3783680,
2024-05-01,99.98,95.29,100.6,95.24,6090454,
2024-05-02,98.99,98.0,100.3,96.13,4117395,
2024-05-03,101.62,101.7,104.36,100.45,5780156,
2024-05-06,103.82,106.98,107.92,103.6,7489247,
2024-05-07,109.3,107.8,109.69,106.54,8187311,
2024-05-08,107.8,106.07,109.94,104.65,15211317,
2024-05-09,99.27,103.59,106.9,97.76,29441153,
2024-05-10,106.2,108.84,110.37,106.2,15281029,
2024-05-13,114.0,117.23,117.58,110.86,16402548,
2024-05-14,115.82,116.65,117.41,114.35,8046116,
2024-05-15,118.4,113.67,118.5,112.52,9544257,
2024-05-16,115.69,114.27,116.87,113.89,6446297,
2024-05-17,115.6,110.35,115.68,109.61,7523269,
2024-05-20,111.0,110.46,111.33,108.69,5260806,
2024-05-21,110.0,114.77,115.78,109.5,10468845,
2024-05-22,115.01,112.43,117.36,111.65,8406909,
2024-05-23,117.0,112.53,117.33,110.38,8450553,
2024-05-24,112.77,114.64,115.56,111.6,4735978,
2024-05-28,115.46,124.94,125.98,115.32,16202680,
2024-05-29,123.7,120.65,123.7,119.05,8166773,
2024-05-30,121.8,120.73,123.5,117.77,6809687,
2024-05-31,119.92,120.52,123.88,116.01,9110420,
2024-06-03,125.0,127.12,129.85,122.54,11447937,
2024-06-04,126.88,125.86,127.67,122.89,6879787,
2024-06-05,126.83,136.67,136.85,126.72,12612251,
2024-06-06,134.79,137.13,138.41,132.41,8874515,
2024-06-07,136.93,136.57,140.97,135.31,6610104,
2024-06-10,134.79,139.91,142.09,132.5,8883753,
2024-06-11,139.08,143.92,147.5,139.0,11434769,
2024-06-12,146.0,155.59,158.71,145.2,17284330,
2024-06-13,157.34,158.05,161.49,150.67,15371944,
2024-06-14,159.9,157.89,167.69,153.5,22260010,
2024-06-17,160.17,160.29,162.7,153.62,12826931,
2024-06-18,160.03,174.13,177.31,159.32,22339063,
2024-06-20,173.13,160.77,173.85,156.0,22162341,
2024-06-21,156.56,160.3,162.2,151.37,21934971,
2024-06-24,156.87,151.07,157.77,150.6,9260941,
2024-06-25,151.57,160.61,161.95,149.5,10333156,
2024-06-26,161.63,164.72,166.8,159.51,11598298,
2024-06-27,162.56,166.94,168.82,160.79,8980296,
2024-06-28,167.25,163.62,170.88,162.33,7095948,
2024-07-01,163.43,158.83,163.85,152.55,8387526,
2024-07-02,156.85,163.46,163.62,155.27,5753481,
2024-07-03,162.42,168.24,170.66,159.31,6649290,
2024-07-05,172.0,181.19,182.65,169.6,14231323,
2024-07-08,181.04,184.7,186.38,179.51,9516780,
2024-07-09,186.1,182.28,188.75,179.11,9258555,
2024-07-10,183.39,186.46,187.47,178.5,6986366,
2024-07-11,186.84,173.19,187.28,173.03,10662180,
2024-07-12,174.07,181.18,183.05,173.5,8999709,
2024-07-15,182.11,177.53,183.74,176.86,5469526,
2024-07-16,180.0,178.77,180.95,172.54,5767464,
2024-07-17,169.98,161.7,172.36,161.53,12350620,
2024-07-18,165.85,158.33,166.66,152.22,10996288,
2024-07-19,162.85,163.4,165.05,160.63,7106840,
2024-07-22,165.47,163.55,168.79,162.68,6179128,
2024-07-23,163.24,171.7,173.23,161.87,8036757,
2024-07-24,167.15,157.68,167.15,157.18,9321071,
2024-07-25,151.68,149.14,155.63,140.0,15995964,
2024-07-26,155.36,149.0,155.51,145.61,8156191,
2024-07-29,146.38,141.44,149.95,138.71,9603111,
2024-07-30,140.73,132.96,142.07,129.1,11738909,
2024-07-31,143.41,144.17,145.48,138.94,16512997,
2024-08-01,128.71,121.51,134.87,118.18,31205165,
2024-08-02,114.74,113.45,115.63,108.73,14669989,
2024-08-05,98.5,110.45,113.5,96.66,15552582,
2024-08-06,115.53,113.39,117.97,109.5,11424968,
2024-08-07,117.8,107.09,120.09,106.53,13228487,
2024-08-08,111.8,118.43,118.68,107.94,9931650,
2024-08-09,118.98,117.0,120.29,115.77,6421299,
2024-08-12,117.66,117.13,122.0,115.32,6345188,
2024-08-13,119.7,123.79,125.7,118.3,8894429,
2024-08-14,128.82,125.92,130.7,123.79,11101703,
2024-08-15,129.76,130.44,132.05,128.43,8011345,
2024-08-16,131.2,130.3,133.1,129.8,6100567,
2024-08-19,130.62,132.31,132.44,126.29,6272107,
2024-08-20,132.22,129.95,135.6,128.02,5847701,
2024-08-21,131.41,131.2,131.46,127.79,6235306,
2024-08-22,132.43,129.72,133.63,128.55,4736284,
2024-08-23,130.0,135.63,138.05,129.74,7286758,
2024-08-26,134.51,128.9,135.3,127.36,6042284,
2024-08-27,127.47,131.2,131.62,125.49,4241383,
2024-08-28,130.0,125.32,131.3,121.88,7388108,
2024-08-29,125.5,131.93,134.94,125.37,9715222,
2024-08-30,133.32,132.88,137.1,131.84,4763139,
2024-09-03,129.87,123.74,130.39,122.04,6382503,
2024-09-04,121.7,120.95,123.4,117.42,6041559,
2024-09-05,118.8,123.09,124.47,118.63,4660243,
2024-09-06,122.0,117.29,122.17,114.91,6769965,
2024-09-09,122.64,125.54,126.24,120.08,7321547,
2024-09-10,128.05,127.22,128.47,123.02,4896193,
2024-09-11,129.2,140.32,140.63,128.18,11056785,
2024-09-12,136.32,139.18,141.38,135.7,7005879,
2024-09-13,142.0,147.37,149.93,141.37,10883334,
2024-09-16,143.0,138.4,143.76,136.55,9734693,
2024-09-17,140.4,136.84,142.5,136.28,5117856,
2024-09-18,137.0,138.36,143.1,136.7,6306277,
2024-09-19,144.99,140.59,147.42,140.14,7688965,
2024-09-20,140.0,138.9,140.85,137.41,7362039,
2024-09-23,139.96,141.72,143.6,139.8,4567102,
2024-09-24,142.28,143.3,144.7,139.72,4907715,
2024-09-25,143.3,146.43,149.74,143.16,6406112,
2024-09-26,152.0,149.16,152.39,144.0,7025510,
2024-09-27,150.0,145.58,150.75,144.3,4375076,
2024-09-30,140.96,143.01,145.0,140.62,4037676,
2024-10-01,142.84,136.08,144.39,135.85,6028077,
2024-10-02,136.61,137.03,139.3,132.8,3884358,
2024-10-03,136.23,138.24,141.44,136.0,3035369,
2024-10-04,141.2,140.55,142.0,137.6,3765664,
2024-10-07,139.48,141.34,144.89,139.11,4763687,
2024-10-08,141.56,143.6,144.25,140.88,3690480,
2024-10-09,144.77,148.43,148.64,142.15,5476059,
2024-10-10,146.24,149.33,152.0,145.02,4341701,
2024-10-11,149.1,151.46,152.3,148.3,3399021,
2024-10-14,153.1,161.82,164.16,153.1,9073284,
2024-10-15,160.0,150.67,160.62,147.0,9584294,
2024-10-16,154.0,152.5,155.2,151.29,5052062,
2024-10-17,157.71,154.6,158.8,154.09,5959974,
2024-10-18,155.57,153.03,155.74,151.96,3404374,
2024-10-21,152.2,152.35,154.11,149.4,6025865,
2024-10-22,150.46,152.58,152.94,149.83,2895964,
2024-10-23,147.8,142.41,148.44,140.7,9708847,
2024-10-24,143.3,141.04,143.59,138.4,5630347,
2024-10-25,142.0,143.75,145.56,141.5,4425012,
2024-10-28,145.0,150.02,152.58,144.2,5720588,
2024-10-29,150.0,157.17,157.69,148.28,5317607,
2024-10-30,152.5,154.4,155.48,150.48,3784845,
2024-10-31,145.26,141.3,146.23,140.25,7431878,
2024-11-01,144.17,141.48,146.78,140.62,4716064,
2024-11-04,140.0,137.53,142.5,137.29,3263574,
2024-11-05,139.0,140.65,141.3,138.33,3635034,
2024-11-06,143.73,144.68,146.06,141.01,10774420,
2024-11-07,140.0,150.65,154.65,139.51,16365148,
2024-11-08,148.7,147.48,149.12,144.42,6469780,
2024-11-11,145.95,141.97,145.95,138.7,7446051,
2024-11-12,141.52,139.92,143.12,137.3,4306975,
2024-11-13,139.57,135.09,140.54,135.07,4945316,
2024-11-14,137.25,136.35,138.79,134.8,4069480,
2024-11-15,133.17,128.73,133.3,126.81,7740277,
2024-11-18,127.5,128.66,130.11,126.36,5737329,
2024-11-19,128.5,133.06,133.7,127.89,4051608,
2024-11-20,131.02,133.7,133.77,130.08,3913472,
2024-11-21,136.25,133.14,138.2,131.13,4127617,
2024-11-22,132.0,135.99,136.27,131.45,3330342,
2024-11-25,138.67,139.68,142.24,138.09,4745683,
2024-11-26,139.51,136.72,140.2,135.6,2605036,
2024-11-27,134.85,133.37,135.35,129.6,5498108,
2024-11-29,133.04,134.29,137.28,132.59,2491333,
2024-12-02,134.2,140.34,141.4,134.2,5503965,
2024-12-03,139.5,140.38,142.3,139.44,3954636,
2024-12-04,142.5,141.3,144.54,141.06,2959784,
2024-12-05,140.86,137.95,142.46,137.56,4769912,
2024-12-06,138.15,140.89,142.42,136.63,3394674,
2024-12-09,140.15,139.64,143.2,136.26,3491704,
2024-12-10,138.65,137.29,140.72,135.83,2826220,
2024-12-11,137.0,143.16,144.31,136.76,4473108,
2024-12-12,142.0,148.0,150.0,140.7,7249978,
2024-12-13,151.51,151.91,156.4,150.95,8140439,
2024-12-16,153.0,145.0,153.0,142.04,6443771,
2024-12-17,143.61,142.8,144.0,137.82,6373774,
2024-12-18,143.5,136.56,146.64,134.35,4255490,
2024-12-19,137.01,132.1,140.21,131.95,6153537,
2024-12-20,129.66,132.15,135.79,128.3,5601366,
2024-12-23,129.89,126.87,130.25,123.26,8531427,
2024-12-24,127.46,131.79,133.11,127.2,3464234,
2024-12-26,130.9,129.69,133.3,129.63,2524443,
2024-12-27,129.0,129.2,130.26,126.7,2801559,
2024-12-30,126.66,125.91,127.71,124.82,2719253,
2024-12-31,125.52,123.36,126.54,123.11,2690240,
2025-01-02,125.0,128.2,129.4,125.0,3747765,
2025-01-03,129.64,141.08,141.45,129.52,7206802,
2025-01-06,142.79,147.41,150.14,142.79,7056686,
2025-01-07,147.84,144.38,148.45,140.17,5602824,
2025-01-08,142.34,145.2,148.25,142.23,3418683,
2025-01-10,140.8,140.49,141.88,138.02,3156713,
2025-01-13,137.0,137.07,138.02,134.63,3343163,
2025-01-14,139.79,140.06,143.13,138.05,3240342,
2025-01-15,143.0,147.4,148.25,142.83,4849822,
2025-01-16,148.24,147.52,150.01,144.23,4353352,
2025-01-17,149.2,149.26,151.6,147.77,4217349,
2025-01-21,149.85,155.2,156.97,147.01,6807499,
2025-01-22,160.37,179.93,182.88,159.95,27244374,
2025-01-23,170.39,166.56,170.39,162.5,16494388,
2025-01-24,166.5,162.52,168.73,162.45,6532374,
2025-01-27,148.9,145.96,152.27,142.32,11715378,
2025-01-28,148.0,149.47,150.5,145.96,5572268,
2025-01-29,150.66,147.6,151.75,145.21,2814289,
2025-01-30,150.3,153.23,154.88,149.5,4531885,
2025-01-31,154.0,159.55,162.96,153.55,8015390,
2025-02-03,153.55,155.65,159.36,152.0,4104706,
2025-02-04,157.5,162.2,163.65,155.8,5086049,
2025-02-05,162.94,173.26,173.95,162.5,13412829,
2025-02-06,162.0,167.47,170.45,158.7,11885899,
2025-02-07,166.5,162.51,170.74,160.87,5915058,
2025-02-10,162.96,160.84,163.4,158.58,3443462,
2025-02-11,160.07,157.74,163.11,157.29,3108636,
2025-02-12,155.0,155.41,157.9,154.01,3470140,
2025-02-13,154.97,164.83,168.39,153.8,11433801,
2025-02-14,160.17,159.54,161.34,156.12,6084844,
2025-02-18,160.5,160.32,161.15,155.65,4809710,
2025-02-19,157.56,154.36,160.94,152.29,5228795,
2025-02-20,153.2,150.85,154.05,147.53,3865999,
2025-02-21,151.25,144.84,151.99,143.8,4916989,
2025-02-24,145.06,140.53,145.61,138.05,3829698,
2025-02-25,139.32,136.7,139.5,133.16,5786313,
2025-02-26,139.43,138.97,141.57,137.91,3263180,
2025-02-27,142.01,130.34,144.41,130.15,4799626,
2025-02-28,129.3,131.69,133.98,127.43,4253846,
2025-03-03,133.0,121.1,133.94,120.07,7356741,
2025-03-04,121.91,122.49,125.91,117.89,8075722,
2025-03-05,124.63,124.78,125.49,120.36,4601581,
2025-03-06,120.7,117.92,123.4,117.75,5014553,
2025-03-07,118.52,125.55,127.58,117.52,6537634,
2025-03-10,120.5,116.38,121.8,114.38,7267413,
2025-03-11,116.0,111.49,118.5,110.25,8069201,
2025-03-12,116.0,112.7,117.98,112.0,5291214,
2025-03-13,114.0,112.05,114.78,109.9,4480686,
2025-03-14,115.79,117.94,118.62,115.21,4573896,
2025-03-17,118.06,121.37,123.7,118.05,3444925,
2025-03-18,120.56,119.72,120.65,116.36,3138784,
2025-03-19,119.44,117.91,120.49,116.24,3729575,
2025-03-20,116.82,119.07,120.44,115.81,2335162,
2025-03-21,116.38,119.07,119.43,115.5,2552391,
2025-03-24,122.06,124.85,126.27,122.0,4314334,
2025-03-25,124.92,124.28,125.5,123.1,1887287,
2025-03-26,123.0,114.93,123.45,114.17,4898639,
2025-03-27,114.0,112.47,114.04,109.25,4203112,
2025-03-28,111.5,107.8,113.18,106.73,4624071,
2025-03-31,104.0,106.79,106.93,101.36,4662707,
2025-04-01,105.72,106.98,108.47,103.58,4236103,
2025-04-02,104.38,108.14,110.13,104.38,2350625,
2025-04-03,101.16,97.72,103.24,97.33,8088131,
2025-04-04,91.65,87.71,95.38,84.39,12485983,
2025-04-07,80.92,88.63,94.14,80.0,9081667,
2025-04-08,94.38,85.82,96.55,84.12,8447500,
2025-04-09,85.62,106.59,107.94,85.19,13935053,
2025-04-10,98.9,100.46,102.0,95.35,8620945,
2025-04-11,100.0,103.99,105.67,98.8,6481201,
2025-04-14,108.21,105.06,109.46,102.86,3674719,
2025-04-15,104.81,103.8,106.31,102.66,3092066,
2025-04-16,98.0,101.0,101.71,97.9,4881728,
2025-04-17,102.26,100.73,102.26,98.84,3124931,
2025-04-21,99.79,96.83,100.23,95.32,4231800,
2025-04-22,98.22,100.55,101.85,97.9,3808524,
2025-04-23,106.4,105.16,109.86,104.67,5140745,
2025-04-24,107.36,112.01,112.5,106.98,5047646,
2025-04-25,112.0,113.34,114.83,110.56,3908380,
2025-04-28,112.53,112.08,114.18,110.01,3241285,
2025-04-29,112.6,111.65,113.59,111.49,1953963,
2025-04-30,108.6,114.05,114.24,107.54,3737401,
2025-05-01,117.0,115.4,119.57,115.23,6993600,
2025-05-02,118.57,123.27,123.98,118.46,5131987,
2025-05-05,121.09,121.95,123.43,120.5,3525176,
2025-05-06,118.0,122.44,123.58,118.0,4236058,
2025-05-07,123.11,124.19,124.44,120.19,9237893,
2025-05-08,119.2,116.52,119.8,114.33,15725322,
2025-05-09,117.56,115.8,118.82,114.8,5364763,
2025-05-12,121.64,124.81,125.45,121.3,7552649,
2025-05-13,125.0,126.68,128.9,124.2,7630738,
2025-05-14,128.97,133.45,134.97,128.81,8876042,
2025-05-15,133.01,133.07,135.18,129.0,5357922,
2025-05-16,133.35,135.96,136.15,132.9,4789901,
2025-05-19,130.36,132.05,133.28,129.53,4195586,
2025-05-20,131.84,131.04,132.04,129.7,3108482,
2025-05-21,128.92,130.45,135.34,128.6,4810123,
2025-05-22,129.6,129.28,131.14,128.96,2366176,
2025-05-23,126.14,127.18,127.66,124.9,2966784,
2025-05-27,130.05,133.96,135.99,129.73,5507532,
2025-05-28,134.83,135.54,138.5,133.95,5937438,
2025-05-29,138.5,128.1,138.59,126.75,7438789,
2025-05-30,127.61,124.54,127.8,121.56,5786646,
2025-06-02,124.8,126.06,127.48,123.59,3297546,
2025-06-03,127.53,128.78,130.64,126.93,3445675,
2025-06-04,129.4,130.36,130.68,127.33,2473376,
2025-06-05,131.09,129.55,134.25,128.49,3558230,
2025-06-06,129.93,133.11,135.16,129.93,3212500,
2025-06-09,135.0,138.61,141.32,134.82,6864643,
2025-06-10,138.8,140.63,141.58,135.87,4544099,
2025-06-11,140.99,140.38,144.3,138.94,3594057,
2025-06-12,137.44,138.62,140.63,137.21,3244823,
2025-06-13,135.81,135.55,138.52,134.57,3307735,
2025-06-16,137.25,142.04,143.58,137.25,4166296,
2025-06-17,140.83,144.72,149.25,140.5,5883239,
2025-06-18,145.16,146.05,147.98,143.18,3638366,
2025-06-20,146.71,145.04,148.48,143.26,3798306,
2025-06-23,143.0,149.33,149.59,142.6,4742264,
2025-06-24,151.0,156.41,157.23,150.9,5587282,
2025-06-25,157.11,157.31,159.88,156.68,4750959,
2025-06-26,158.54,158.15,160.4,157.25,4519565,
2025-06-27,159.0,165.46,166.36,158.76,7495465,
2025-06-30,166.97,161.74,168.31,161.22,5531639,
2025-07-01,160.0,156.33,161.75,153.52,6369768,
2025-07-02,154.21,154.63,155.24,152.03,5027678,
2025-07-03,155.86,155.09,157.42,154.16,2499259,
2025-07-07,154.0,146.88,154.0,145.4,6964769,
2025-07-08,148.93,147.79,150.0,147.05,4150262,
2025-07-09,149.59,148.02,152.78,147.8,3848507,
2025-07-10,149.0,148.55,149.0,145.62,3652380,
2025-07-11,146.68,145.94,151.1,144.28,3954206,
2025-07-14,145.94,144.54,145.96,140.7,5882783,
2025-07-15,148.38,147.11,150.15,146.35,4182225,
2025-07-16,151.33,153.9,155.04,148.21,7451580,
2025-07-17,157.11,157.18,159.5,153.54,4891514,
2025-07-18,158.5,156.74,161.95,156.39,4869474,
2025-07-21,159.15,161.92,164.58,158.19,5462802,
2025-07-22,161.0,156.5,162.13,153.24,5167949,
2025-07-23,156.96,159.28,159.75,155.71,3398613,
2025-07-24,160.0,159.99,161.75,157.9,2228382,
2025-07-25,160.0,163.17,164.58,159.14,3151871,
2025-07-28,165.02,164.37,166.88,162.04,4027941,
2025-07-29,164.0,163.47,166.25,160.78,3546455,
2025-07-30,162.32,163.33,165.25,161.36,4885275,
2025-07-31,148.35,141.38,149.0,139.11,22624867,
2025-08-01,138.0,137.58,140.06,135.25,7673360,
2025-08-04,140.1,140.05,140.61,138.25,4866896,
2025-08-05,140.5,137.23,140.88,135.21,4384607,
2025-08-06,137.41,136.12,137.8,135.01,3241026,
2025-08-07,137.77,135.57,139.68,134.61,4269209,
2025-08-08,136.67,138.5,139.45,135.36,3483747,
2025-08-11,139.52,141.05,146.43,139.25,5673358,
2025-08-12,142.85,142.39,143.0,140.42,4004257,
2025-08-13,143.45,141.6,145.2,141.39,3335791,
2025-08-14,140.29,140.55,140.68,138.27,4927774,
2025-08-15,140.55,138.91,141.78,137.77,3434478,
2025-08-18,137.91,141.06,141.51,137.53,2892949,
2025-08-19,140.93,134.01,142.8,133.7,4751607,
2025-08-20,132.7,131.16,133.13,127.03,5838744,
2025-08-21,130.89,133.28,133.63,130.21,4107208,
2025-08-22,133.0,137.92,140.35,132.68,4041485,
2025-08-25,138.3,137.78,139.0,136.0,1870929,
2025-08-26,138.34,140.26,141.41,137.85,2515358,
2025-08-27,140.27,140.66,141.96,138.83,2499461,
2025-08-28,140.6,142.55,143.8,139.76,2882933,
2025-08-29,140.67,138.31,140.78,137.31,3615984,
2025-09-02,133.62,132.34,134.89,130.41,5833676,
2025-09-03,133.65,131.42,134.1,130.71,3202139,
2025-09-04,131.14,135.48,136.12,130.26,3274910,
2025-09-05,138.0,138.17,138.82,135.35,2822396,
2025-09-08,138.71,139.14,141.15,138.14,2573149,
2025-09-09,139.14,140.8,141.74,139.1,2083374,
2025-09-10,143.3,154.14,154.5,142.8,11219684,
2025-09-11,152.85,154.7,158.89,152.85,6342151,
2025-09-12,155.24,150.64,155.55,149.02,3605208,
2025-09-15,151.25,153.86,154.98,151.03,2570378,
2025-09-16,153.76,153.85,155.8,152.35,2385321,
2025-09-17,153.0,153.37,154.66,150.1,2500041,
2025-09-18,147.21,146.54,149.24,142.0,12214996,
2025-09-19,145.81,142.91,145.81,142.38,8770184,
2025-09-22,142.15,144.48,145.55,141.35,4705820,
2025-09-23,145.41,140.99,146.16,140.28,4823904,
2025-09-24,142.15,144.3,146.0,141.31,4545711,
2025-09-25,141.5,140.65,142.8,138.0,4312171,
2025-09-26,141.0,139.62,141.08,137.62,3757082,
2025-09-29,141.22,139.8,142.3,139.34,2988896,
2025-09-30,139.9,141.49,141.68,138.49,2550745,
2025-10-01,142.41,150.38,151.25,142.36,7886785,
2025-10-02,150.85,152.15,152.5,149.41,3573072,
2025-10-03,152.88,152.64,154.55,150.66,2533633,
2025-10-06,155.6,156.22,160.54,154.65,5095938,
2025-10-07,157.0,159.35,161.0,154.35,5179075,
2025-10-08,158.5,166.77,168.51,156.5,9048765,
2025-10-09,164.51,170.66,171.86,161.21,8685569,
2025-10-10,170.6,154.81,171.59,153.22,8383969,
2025-10-13,160.81,171.94,175.0,157.0,11188193,
2025-10-14,171.6,168.16,180.34,167.54,12821187,
2025-10-15,172.06,170.67,174.0,167.1,7692830,
2025-10-16,173.58,171.19,175.97,168.63,4581189,
2025-10-17,169.73,165.61,169.73,163.61,4645269,
2025-10-20,167.5,171.5,173.04,167.42,3654095,
2025-10-21,170.53,169.38,173.85,167.06,4776145,
2025-10-22,168.06,165.71,170.84,160.85,4302283,
2025-10-23,164.56,166.6,169.29,164.07,2775737,
2025-10-24,170.19,170.68,174.45,169.66,3665243,
2025-10-27,174.49,178.62,183.16,174.27,6552357,
2025-10-28,178.01,173.09,179.12,172.93,3335494,
2025-10-29,175.27,170.39,177.25,169.37,3098253,
2025-10-30,168.62,165.45,169.0,165.3,2855952,
2025-10-31,168.5,169.82,171.88,166.94,3704417,
2025-11-03,171.3,168.68,173.54,168.36,2230065,
2025-11-04,162.0,160.73,166.14,160.4,3936622,
2025-11-05,158.74,160.19,164.33,156.33,6941840,
2025-11-06,167.0,158.25,167.48,155.18,7123713,
2025-11-07,154.74,152.38,155.23,146.29,5794581,
2025-11-10,158.48,154.84,159.32,154.55,3274225,
2025-11-11,153.0,149.74,153.0,146.7,4075260,
2025-11-12,151.07,148.75,152.48,146.85,2602094,
2025-11-13,147.0,140.31,147.64,138.38,6496039,
2025-11-14,136.91,139.77,143.75,135.1,3717909,
2025-11-17,139.57,140.26,143.8,138.19,2977455,
2025-11-18,138.19,136.04,139.54,133.24,3993028,
2025-11-19,137.6,136.99,138.56,134.92,3499406,
2025-11-20,142.28,132.53,143.32,131.85,4609731,
2025-11-21,132.53,131.57,133.27,125.17,6166756,
2025-11-24,132.83,134.71,136.02,132.55,3417562,
2025-11-25,132.0,131.44,132.5,126.92,4858068,
2025-11-26,133.5,132.61,134.65,132.36,2806661,
2025-11-28,133.79,135.56,135.66,132.7,1559120,
2025-12-01,133.43,135.01,136.58,133.0,2365032,
2025-12-02,136.03,136.48,139.35,135.74,2184900,
2025-12-03,137.36,139.19,139.56,135.81,2152046,
2025-12-04,139.7,140.49,141.4,138.22,2390177,
2025-12-05,143.21,141.31,144.25,140.49,2445167,
2025-12-08,143.0,139.78,143.41,138.31,2168104,
2025-12-09,139.57,141.93,142.22,138.36,2303389,
2025-12-10,141.74,141.52,142.8,140.0,1765750,
2025-12-11,137.99,136.14,138.26,133.09,4227495,
2025-12-12,135.31,130.89,137.0,130.41,3965905,
2025-12-15,126.38,124.37,128.74,123.15,6924831,
2025-12-16,123.5,121.1,124.0,117.83,6198849,
2025-12-17,121.58,114.58,121.63,112.63,8686630,
2025-12-18,117.13,113.51,118.06,113.43,5194927,
2025-12-19,114.22,114.03,115.21,113.42,7854513,
2025-12-22,117.17,113.29,117.21,112.67,7754264,
2025-12-23,112.72,112.02,112.9,110.29,7045304,
2025-12-24,112.09,111.55,112.32,110.58,2160476,
2025-12-26,111.47,110.27,111.6,110.1,3054343,
2025-12-29,108.73,110.51,111.29,108.38,3347668,
2025-12-30,111.13,110.86,112.0,110.39,3616902,
2025-12-31,110.67,109.31,111.6,109.29,3455574,
2026-01-02,112.83,114.73,116.29,112.83,6711818,
2026-01-05,120.36,116.11,122.5,116.03,6859514,
2026-01-06,117.52,115.53,117.97,114.99,3290097,
2026-01-07,114.93,115.68,117.2,113.97,5117601,
2026-01-08,115.82,113.08,116.28,110.55,4700980,
2026-01-09,113.91,111.79,113.98,109.52,5292918,
2026-01-12,110.94,111.14,111.61,109.25,4443138,
2026-01-13,108.87,107.84,111.75,105.9,7749424,
2026-01-14,106.37,104.99,106.49,102.01,7570137,
2026-01-15,108.13,105.11,108.89,104.95,5775761,
2026-01-16,106.66,105.78,107.96,105.19,5291129,
2026-01-20,104.86,107.17,110.74,104.41,7318170,
2026-01-21,111.08,113.92,117.28,111.08,13666024,
2026-01-22,120.71,119.2,123.5,118.65,14162097,
